card_year,card_num,card_stat_year,card_desc,card_notes,card_player_id
1981,203,1980,Bill Gullickson,Record Breaker,128
1981,578,1980,Bill Gullickson,,128
1982,172,1981,Bill Gullickson,,128
1983,31,1982,Bill Gullickson,,128
1984,318,1983,Bill Gullickson,,128
1985,687,1984,Bill Gullickson,,128
1986,229,1985,Bill Gullickson,,128
1987,489,1986,Bill Gullickson,,128
1988,711,1987,Bill Gullickson,,128
1970,405,1969,Bill Hands,,129
1971,670,1970,Bill Hands,,129
1972,335,1971,Bill Hands,,129
1973,335,1972,Bill Hands,,129
1974,271,1973,Bill Hands,,129
1975,412,1974,Bill Hands,,129
1976,509,1975,Bill Hands,,129
1970,541,1969,Bill Heath,,130
1984,178,1983,Bill Krueger,,131
1985,528,1984,Bill Krueger,,131
1986,58,1985,Bill Krueger,,131
1987,238,1986,Bill Krueger,,131
1988,42,1987,Bill Landrum,,132
1983,518,1982,Bill Laskey,Rookie Card,133
1984,129,1983,Bill Laskey,,133
1985,331,1984,Bill Laskey,,133
1986,603,1985,Bill Laskey,,133
1977,394,1976,Bill Laxton,,134
1970,279,1969,Bill Lee,,135
1971,58,1970,Bill Lee,,136
1972,636,1971,Bill Lee,,135
1973,636,1972,Bill Lee,,135
1974,118,1973,Bill Lee,,135
1975,128,1974,Bill Lee,,135
1976,396,1975,Bill Lee,,135
1977,503,1976,Bill Lee,,135
1978,295,1977,Bill Lee,,136
1979,455,1978,Bill Lee,,136
1980,97,1979,Bill Lee,,135
1982,323,1981,Bill Lee,,135
1988,309,1987,Bill Long,,137
1989,133,1988,Bill Long,,137
1975,104,1974,Bill Madlock,,138
1976,640,1975,Bill Madlock,,138
1977,250,1976,Bill Madlock,,138
1978,410,1977,Bill Madlock,,138
1979,195,1978,Bill Madlock,,138
1980,55,1979,Bill Madlock,,138
1981,715,1980,Bill Madlock,,138
1982,365,1981,Bill Madlock,,138
1983,645,1982,Bill Madlock,,138
1984,250,1983,Bill Madlock,,138
1985,560,1984,Bill Madlock,,138
1986,470,1985,Bill Madlock,,138
1987,734,1986,Bill Madlock,,138
1988,145,1987,Bill Madlock,,138
1970,440,1969,Bill Mazeroski,,139
1971,110,1970,Bill Mazeroski,,139
1972,760,1971,Bill Mazeroski,,139
1973,760,1972,Bill Mazeroski,,139
1970,518,1969,Bill Melton,,140
1971,80,1970,Bill Melton,,140
1972,183,1971,Bill Melton,,140
1972,184,1971,Bill Melton,In Action,140
1972,495,1971,Bill Melton,Boyhood Photos of the Stars,140
1973,183,1972,Bill Melton,,140
1973,184,1972,Bill Melton,In Action,140
1973,495,1972,Bill Melton,Boyhood Photos of the Stars,140
1974,170,1973,Bill Melton,,140
1975,11,1974,Bill Melton,,140
1976,309,1975,Bill Melton,,140
1977,107,1976,Bill Melton,,140
1987,548,1986,Bill Mooneyham,Rookie Card,141
1979,169,1978,Bill Nahorodny,,142
1980,552,1979,Bill Nahorodny,,142
1981,296,1980,Bill Nahorodny,,142
1983,616,1982,Bill Nahorodny,,142
1974,345,1973,Bill North,,143
1975,121,1974,Bill North,,143
1976,33,1975,Bill North,,143
1977,551,1976,Bill North,,143
1978,163,1977,Bill North,,143
1979,668,1978,Bill North,,143
1980,408,1979,Bill North,,143
1981,713,1980,Bill North,,143
1972,281,1971,Bill Parsons,Rookie Card,144
1973,281,1972,Bill Parsons,Rookie Card,144
1974,574,1973,Bill Parsons,,144
1975,613,1974,Bill Parsons,,144
1988,433,1987,Bill Pecota,,145
1989,148,1988,Bill Pecota,,145
1974,524,1973,Bill Plummer,,146
1975,656,1974,Bill Plummer,,146
1976,627,1975,Bill Plummer,,146
1977,239,1976,Bill Plummer,,146
1978,106,1977,Bill Plummer,,146
1979,396,1978,Bill Plummer,,146
1970,426,1969,Bill Rigney,,147
1971,532,1970,Bill Rigney,Manager,147
1972,389,1971,Bill Rigney,Manager Card,147
1973,389,1972,Bill Rigney,Manager Card,147
1970,23,1969,Bill Robinson,,148
1974,174,1973,Bill Robinson,,148
1975,501,1974,Bill Robinson,,148
1976,137,1975,Bill Robinson,,148
1977,335,1976,Bill Robinson,,148
1978,455,1977,Bill Robinson,,148
1979,637,1978,Bill Robinson,,148
1980,264,1979,Bill Robinson,,148
1981,51,1980,Bill Robinson,,148
1982,543,1981,Bill Robinson,,148
1983,754,1982,Bill Robinson,,148
1970,304,1969,Bill Russell,Rookie Card,149
1971,226,1970,Bill Russell,,149
1972,736,1971,Bill Russell,,149
1973,736,1972,Bill Russell,,149
1974,239,1973,Bill Russell,,149
1975,23,1974,Bill Russell,,149
1976,22,1975,Bill Russell,,149
1977,322,1976,Bill Russell,,149
1978,128,1977,Bill Russell,,149
1979,546,1978,Bill Russell,,149
1980,75,1979,Bill Russell,,149
1981,465,1980,Bill Russell,,149
1982,279,1981,Bill Russell,,149
1983,661,1982,Bill Russell,,149
1984,792,1983,Bill Russell,,149
1985,343,1984,Bill Russell,,149
1986,506,1985,Bill Russell,,149
1986,696,1985,Bill Russell,Dodgers Leaders,149
1987,116,1986,Bill Russell,,149
1984,373,1983,Bill Scherrer,,150
1985,586,1984,Bill Scherrer,,150
1986,217,1985,Bill Scherrer,,150
1987,98,1986,Bill Scherrer,,150
1984,738,1983,Bill Schroeder,,151
1985,176,1984,Bill Schroeder,,151
1986,662,1985,Bill Schroeder,,151
1987,302,1986,Bill Schroeder,,151
1988,12,1987,Bill Schroeder,,151
1989,563,1988,Bill Schroeder,,151
1974,519,1973,Bill Sharp,,152
1975,373,1974,Bill Sharp,,152
1976,244,1975,Bill Sharp,,152
1970,490,1969,Bill Singer,,153
1971,145,1970,Bill Singer,,153
1972,25,1971,Bill Singer,,153
1973,25,1972,Bill Singer,,153
1974,210,1973,Bill Singer,,153
1975,40,1974,Bill Singer,,153
1976,411,1975,Bill Singer,,153
1977,346,1976,Bill Singer,,153
1976,131,1975,Bill Stein,Rookie Card,154
1977,334,1976,Bill Stein,,154
1978,476,1977,Bill Stein,,154
1979,698,1978,Bill Stein,,154
1980,226,1979,Bill Stein,,154
1981,532,1980,Bill Stein,,154
1982,402,1981,Bill Stein,,154
1983,64,1982,Bill Stein,,154
1984,758,1983,Bill Stein,,154
1985,171,1984,Bill Stein,,154
1986,371,1985,Bill Stein,,154
1970,398,1969,Bill Stoneman,,155
1971,266,1970,Bill Stoneman,,155
1972,610,1971,Bill Stoneman,,155
1973,610,1972,Bill Stoneman,,155
1974,352,1973,Bill Stoneman,,155
1970,341,1969,Bill Sudakis,,156
1971,253,1970,Bill Sudakis,,156
1972,722,1971,Bill Sudakis,,156
1973,722,1972,Bill Sudakis,,156
1974,63,1973,Bill Sudakis,,156
1975,291,1974,Bill Sudakis,,156
1985,147,1984,Bill Swaggerty,,157
1985,404,1984,Bill Swift,Team USA Baseball Card,158
1986,399,1985,Bill Swift,,158
1987,67,1986,Bill Swift,,158
1989,712,1988,Bill Swift,,158
1975,488,1974,Bill Travers,,159
1976,573,1975,Bill Travers,,159
1977,125,1976,Bill Travers,,159
1978,355,1977,Bill Travers,,159
1979,213,1978,Bill Travers,,159
1980,109,1979,Bill Travers,,159
1981,704,1980,Bill Travers,,159
1982,628,1981,Bill Travers,,159
1972,661,1971,Bill Virdon,Manager Card,
1973,661,1972,Bill Virdon,Manager Card,
1975,611,1974,Bill Virdon,New York Yankees Team Photo,
1976,147,1975,Bill Virdon,Houston Astros Checklist Card,
1977,327,1976,Bill Virdon,Houston Astros Team Checklist,
1978,279,1977,Bill Virdon,Manager,
1979,381,1978,Bill Virdon,Houston Astros Checklist / Manager Card,
1980,82,1979,Bill Virdon,Houston Astros Team Checklist,
1981,678,1980,Bill Virdon,Astros Team checklist,
1983,516,1982,Bill Virdon,Manager Card,
1984,111,1983,Bill Virdon,,
1970,326,1969,Bill Voss,,160
1971,671,1970,Bill Voss,,160
1972,776,1971,Bill Voss,,160
1973,776,1972,Bill Voss,,160
1987,179,1986,Bill Wegman,,161
1988,538,1987,Bill Wegman,,161
1989,768,1988,Bill Wegman,,161
1988,376,1987,Bill Wilkinson,,162
1989,636,1988,Bill Wilkinson,,162
1970,28,1969,Bill Wilson,,163
1971,192,1970,Bill Wilson,,163
1972,587,1971,Bill Wilson,,163
1973,587,1972,Bill Wilson,,163
1971,271,1970,Bill Zepp,,164
1987,114,1986,Billy Beane,,165
1981,396,1980,Billy Campbell,,166
1971,114,1970,Billy Conigliaro,,167
1972,481,1971,Billy Conigliaro,,167
1973,481,1972,Billy Conigliaro,,167
1974,545,1973,Billy Conigliaro,,167
1971,614,1970,Billy Cowan,,168
1972,19,1971,Billy Cowan,,168
1973,19,1972,Billy Cowan,,168
1983,11,1982,Billy Gardner,Manager Card,
1985,213,1984,Billy Gardner,Manager Card,
1970,446,1969,Billy Grabarkewitz,Rookie Card,169
1971,85,1970,Billy Grabarkewitz,,169
1972,578,1971,Billy Grabarkewitz,,169
1973,578,1972,Billy Grabarkewitz,,169
1974,214,1973,Billy Grabarkewitz,,169
1975,233,1974,Billy Grabarkewitz,,169
1970,512,1969,Billy Harris,,170
1986,46,1985,Billy Hatcher,,171
1987,578,1986,Billy Hatcher,,171
1988,306,1987,Billy Hatcher,,171
1989,252,1988,Billy Hatcher,,171
1978,548,1977,Billy Hunter,Manager,
1987,401,1986,Billy Jo Robidoux,,172
1981,633,1980,Billy Lee,,173
1971,208,1970,Billy Martin,Manager,
1972,33,1971,Billy Martin,,174
1972,34,1971,Billy Martin,In Action,174
1973,33,1972,Billy Martin,,174
1973,34,1972,Billy Martin,In Action,174
1975,511,1974,Billy Martin,Texas Rangers Team Photo,174
1976,17,1975,Billy Martin,New York Yankees Checklist Card,174
1977,387,1976,Billy Martin,New York Yankees Team Checklist,174
1978,721,1977,Billy Martin,Manager,
1981,671,1980,Billy Martin,A's Team checklist,174
1983,156,1982,Billy Martin,Manager Card,174
1984,81,1983,Billy Martin,,174
1986,651,1985,Billy Martin,,174
1970,314,1969,Billy McCool,,175
1988,352,1987,Billy Ripken,,176
1989,571,1988,Billy Ripken,,176
1980,458,1979,Billy Sample,,177
1981,283,1980,Billy Sample,,177
1982,112,1981,Billy Sample,,177
1983,641,1982,Billy Sample,,177
1984,12,1983,Billy Sample,,177
1985,337,1984,Billy Sample,,177
1986,533,1985,Billy Sample,,177
1987,104,1986,Billy Sample,,177
1978,666,1977,Billy Smith,Rookie Card,178
1979,237,1978,Billy Smith,,178
1980,367,1979,Billy Smith,,179
1982,593,1981,Billy Smith,,179
1971,17,1970,Billy Sorrell,,180
1970,170,1969,Billy Williams,,181
1971,350,1970,Billy Williams,,181
1972,439,1971,Billy Williams,,181
1972,440,1971,Billy Williams,In Action,181
1973,439,1972,Billy Williams,,181
1973,440,1972,Billy Williams,In Action,181
1974,110,1973,Billy Williams,,181
1975,545,1974,Billy Williams,,181
1976,525,1975,Billy Williams,,181
1970,618,1969,Billy Wynne,Rookie Card,182
1971,718,1970,Billy Wynne,,182
1987,637,1986,Bip Roberts,Rookie Card,183
1970,55,1969,Blue Moon Odom,,184
1971,523,1970,Blue Moon Odom,John Odom on Card,184
1972,557,1971,Blue Moon Odom,,184
1972,558,1971,Blue Moon Odom,In Action,184
1973,557,1972,Blue Moon Odom,,184
1973,558,1972,Blue Moon Odom,In Action,184
1974,461,1973,Blue Moon Odom,,184
1975,69,1974,Blue Moon Odom,,184
1976,651,1975,Blue Moon Odom,Johnny Odom on Card,184
1979,61,1978,Bo Diaz,,185
1980,483,1979,Bo Diaz,,185
1981,362,1980,Bo Diaz,,185
1982,258,1981,Bo Diaz,,185
1983,175,1982,Bo Diaz,,185
1984,535,1983,Bo Diaz,,185
1985,737,1984,Bo Diaz,,185
1986,639,1985,Bo Diaz,,185
1987,41,1986,Bo Diaz,,185
1988,265,1987,Bo Diaz,,185
1989,422,1988,Bo Diaz,,185
1987,170,1986,Bo Jackson,Rookie Card,186
1988,750,1987,Bo Jackson,,186
1989,540,1988,Bo Jackson,,186
1989,789,1988,Bo Jackson,Royals Leaders,186
1977,184,1976,Bo McLaughlin,Rookie Card,187
1978,437,1977,Bo McLaughlin,,187
1980,326,1979,Bo McLaughlin,,187
1982,217,1981,Bo McLaughlin,,187
1976,623,1975,Bob Allietta,Rookie Card,188
1970,635,1969,Bob Allison,,189
1975,659,1974,Bob Apodaca,,190
1976,16,1975,Bob Apodaca,,190
1977,225,1976,Bob Apodaca,,190
1978,592,1977,Bob Apodaca,,190
1979,197,1978,Bob Apodaca,,190
1980,633,1979,Bob Apodaca,,190
1970,529,1969,Bob Aspromonte,,191
1971,469,1970,Bob Aspromonte,,191
1972,659,1971,Bob Aspromonte,,191
1973,659,1972,Bob Aspromonte,,191
1982,567,1981,Bob Babcock,,192
1970,293,1969,Bob Bailey,,193
1971,157,1970,Bob Bailey,,193
1972,493,1971,Bob Bailey,Boyhood Photos of the Stars,193
1972,526,1971,Bob Bailey,,193
1973,493,1972,Bob Bailey,Boyhood Photos of the Stars,193
1973,526,1972,Bob Bailey,,193
1974,97,1973,Bob Bailey,,193
1975,365,1974,Bob Bailey,,193
1976,338,1975,Bob Bailey,,193
1977,221,1976,Bob Bailey,,193
1978,457,1977,Bob Bailey,,193
1979,549,1978,Bob Bailey,,193
1978,196,1977,Bob Bailor,,194
1979,492,1978,Bob Bailor,,194
1980,581,1979,Bob Bailor,,194
1981,297,1980,Bob Bailor,,194
1982,79,1981,Bob Bailor,,194
1983,343,1982,Bob Bailor,,194
1984,654,1983,Bob Bailor,,194
1985,728,1984,Bob Bailor,,194
1986,522,1985,Bob Bailor,,194
1970,352,1969,Bob Barton,,195
1971,589,1970,Bob Barton,,195
1972,39,1971,Bob Barton,,195
1972,40,1971,Bob Barton,In Action,195
1973,39,1972,Bob Barton,,195
1973,40,1972,Bob Barton,In Action,195
1979,222,1978,Bob Beall,Rookie Card,196
1974,131,1973,Bob Boone,,197
1975,351,1974,Bob Boone,,197
1976,318,1975,Bob Boone,,197
1977,545,1976,Bob Boone,,197
1978,161,1977,Bob Boone,,197
1979,90,1978,Bob Boone,,197
1980,470,1979,Bob Boone,,197
1981,290,1980,Bob Boone,,197
1982,615,1981,Bob Boone,,197
1982,616,1981,Bob Boone,In Action,197
1983,765,1982,Bob Boone,,197
1984,520,1983,Bob Boone,,197
1985,348,1984,Bob Boone,,197
1986,62,1985,Bob Boone,,197
1987,166,1986,Bob Boone,,197
1988,498,1987,Bob Boone,,197
1989,243,1988,Bob Boone,,197
1989,404,1988,Bob Boone,All Star,197
1983,494,1982,Bob Brenly,,198
1984,378,1983,Bob Brenly,,198
1985,215,1984,Bob Brenly,,198
1986,625,1985,Bob Brenly,,198
1987,125,1986,Bob Brenly,,198
1988,703,1987,Bob Brenly,,198
1989,52,1988,Bob Brenly,,198
1988,252,1987,Bob Brower,,199
1989,754,1988,Bob Brower,,199
1970,357,1969,Bob Burda,,200
1971,541,1970,Bob Burda,,200
1972,734,1971,Bob Burda,,200
1973,734,1972,Bob Burda,,200
1970,51,1969,Bob Christian,,201
1974,124,1973,Bob Coluccio,Rookie Card,202
1975,456,1974,Bob Coluccio,,202
1976,333,1975,Bob Coluccio,,202
1976,472,1975,Bob Davis,Rookie Card,203
1977,78,1976,Bob Davis,,203
1978,713,1977,Bob Davis,,204
1980,351,1979,Bob Davis,,203
1981,221,1980,Bob Davis,,203
1983,43,1982,Bob Dernier,,205
1984,358,1983,Bob Dernier,,205
1985,589,1984,Bob Dernier,,205
1986,188,1985,Bob Dernier,,205
1987,715,1986,Bob Dernier,,205
1988,642,1987,Bob Dernier,,205
1989,418,1988,Bob Dernier,,205
1970,232,1969,Bob Didier,,206
1971,432,1970,Bob Didier,,206
1974,482,1973,Bob Didier,,206
1975,51,1974,Bob Forsch,Rookie Card,207
1976,426,1975,Bob Forsch,,207
1977,381,1976,Bob Forsch,,207
1978,58,1977,Bob Forsch,,207
1979,230,1978,Bob Forsch,,207
1980,535,1979,Bob Forsch,,207
1981,140,1980,Bob Forsch,,207
1982,775,1981,Bob Forsch,,207
1983,415,1982,Bob Forsch,,207
1984,75,1983,Bob Forsch,,207
1985,631,1984,Bob Forsch,,207
1986,66,1985,Bob Forsch,Cardinals Leaders,207
1986,322,1985,Bob Forsch,,207
1987,257,1986,Bob Forsch,,207
1988,586,1987,Bob Forsch,,207
1989,163,1988,Bob Forsch,,207
1980,711,1979,Bob Galasso,Rookie Card,208
1982,598,1981,Bob Galasso,,208
1974,21,1973,Bob Gallagher,Rookie Card,209
1975,406,1974,Bob Gallagher,,209
1970,681,1969,Bob Garibaldi,Rookie Card,210
1971,701,1970,Bob Garibaldi,,210
1970,530,1969,Bob Gibson,,211
1971,450,1970,Bob Gibson,,211
1972,130,1971,Bob Gibson,,211
1973,130,1972,Bob Gibson,,211
1974,350,1973,Bob Gibson,,211
1975,3,1974,Bob Gibson,'74 Highlights,211
1975,150,1974,Bob Gibson,,211
1984,349,1983,Bob Gibson,,212
1986,499,1985,Bob Gibson,,212
1988,664,1987,Bob Gibson,Turn Back the Clock 1968,211
1978,386,1977,Bob Gorinski,Rookie Card,213
1975,508,1974,Bob Hansen,Rookie Card,214
1970,478,1969,Bob Heise,Rookie Card,215
1971,691,1970,Bob Heise,,215
1972,402,1971,Bob Heise,,215
1973,402,1972,Bob Heise,,215
1974,51,1973,Bob Heise,,215
1975,441,1974,Bob Heise,,215
1979,586,1978,Bob Horner,Rookie Card,216
1980,108,1979,Bob Horner,,216
1981,355,1980,Bob Horner,,216
1982,145,1981,Bob Horner,,216
1983,50,1982,Bob Horner,,216
1984,760,1983,Bob Horner,,216
1985,276,1984,Bob Horner,1978 First Draft Pick,216
1985,410,1984,Bob Horner,,216
1986,220,1985,Bob Horner,,216
1987,660,1986,Bob Horner,,216
1989,510,1988,Bob Horner,,216
1970,538,1969,Bob Humphreys,,217
1971,236,1970,Bob Humphreys,,217
1984,579,1983,Bob James,,218
1985,114,1984,Bob James,,218
1986,467,1985,Bob James,,218
1987,342,1986,Bob James,,218
1988,232,1987,Bob James,,218
1970,693,1969,Bob Johnson,,219
1971,365,1970,Bob Johnson,,220
1972,27,1971,Bob Johnson,,219
1973,27,1972,Bob Johnson,,219
1974,269,1973,Bob Johnson,,221
1984,608,1983,Bob Johnson,Bobby Johnson on Card,222
1977,16,1976,Bob Jones,Rookie Card,223
1984,451,1983,Bob Jones,,223
1985,648,1984,Bob Jones,,223
1986,142,1985,Bob Jones,,223
1984,326,1983,Bob Kearney,,224
1985,679,1984,Bob Kearney,,224
1986,13,1985,Bob Kearney,,224
1987,498,1986,Bob Kearney,,224
1977,436,1976,Bob Keegan,Turn Back the Clock Card,
1987,289,1986,Bob Kipper,,225
1988,723,1987,Bob Kipper,,225
1989,114,1988,Bob Kipper,,225
1978,589,1977,Bob Knepper,Rookie Card,226
1979,486,1978,Bob Knepper,,226
1980,111,1979,Bob Knepper,,226
1981,279,1980,Bob Knepper,,226
1982,672,1981,Bob Knepper,,226
1983,382,1982,Bob Knepper,,226
1984,93,1983,Bob Knepper,,226
1985,455,1984,Bob Knepper,,226
1985,721,1984,Bob Knepper,All-Star Card,226
1986,590,1985,Bob Knepper,,226
1987,722,1986,Bob Knepper,,226
1988,151,1987,Bob Knepper,,226
1989,280,1988,Bob Knepper,,226
1978,29,1977,Bob Lacey,,227
1979,647,1978,Bob Lacey,,227
1980,316,1979,Bob Lacey,,227
1981,481,1980,Bob Lacey,,227
1982,103,1981,Bob Lacey,,227
1971,91,1970,Bob Lemon,Manager,
1972,449,1971,Bob Lemon,Manager Card,
1973,449,1972,Bob Lemon,Manager Card,
1977,418,1976,Bob Lemon,Chicago White Sox Team Checklist,
1978,574,1977,Bob Lemon,Manager,
1979,626,1978,Bob Lemon,New York Yankees Checklist / Manager Card,
1983,66,1982,Bob Lillis,Manager Card,
1984,441,1983,Bob Lillis,,
1985,186,1984,Bob Lillis,Manager Card,
1986,561,1985,Bob Lillis,Manager Card | Team Card,
1970,249,1969,Bob Locker,,228
1971,356,1970,Bob Locker,,228
1972,537,1971,Bob Locker,,228
1973,537,1972,Bob Locker,,228
1974,62,1973,Bob Locker,,228
1975,434,1974,Bob Locker,,228
1978,243,1977,Bob McClure,,229
1979,623,1978,Bob McClure,,229
1980,357,1979,Bob McClure,,229
1981,156,1980,Bob McClure,,229
1982,487,1981,Bob McClure,,229
1983,62,1982,Bob McClure,,229
1984,582,1983,Bob McClure,,229
1985,203,1984,Bob McClure,,229
1986,684,1985,Bob McClure,,229
1987,707,1986,Bob McClure,,229
1988,313,1987,Bob McClure,,229
1989,182,1988,Bob McClure,,229
1984,204,1983,Bob Meacham,,230
1985,16,1984,Bob Meacham,,230
1986,379,1985,Bob Meacham,,230
1987,62,1986,Bob Meacham,Bobby on Card,230
1988,659,1987,Bob Meacham,,230
1989,436,1988,Bob Meacham,,230
1986,479,1985,Bob Melvin,,231
1987,549,1986,Bob Melvin,,231
1988,41,1987,Bob Melvin,,231
1989,329,1988,Bob Melvin,,231
1970,667,1969,Bob Meyer,,232
1971,456,1970,Bob Meyer,,232
1989,324,1988,Bob Milacki,,233
1970,47,1969,Bob Miller,,234
1971,542,1970,Bob Miller,,235
1972,414,1971,Bob Miller,,234
1973,414,1972,Bob Miller,,234
1974,624,1973,Bob Miller,,234
1979,88,1978,Bob Molinaro,Rookie Card,236
1981,466,1980,Bob Molinaro,,236
1982,363,1981,Bob Molinaro,,236
1983,664,1982,Bob Molinaro,,236
1972,411,1971,Bob Montgomery,,237
1973,411,1972,Bob Montgomery,,237
1974,301,1973,Bob Montgomery,,237
1975,559,1974,Bob Montgomery,,237
1976,523,1975,Bob Montgomery,,237
1977,288,1976,Bob Montgomery,,237
1978,83,1977,Bob Montgomery,,237
1979,423,1978,Bob Montgomery,,237
1980,618,1979,Bob Montgomery,,237
1970,110,1969,Bob Moose,,238
1971,690,1970,Bob Moose,,238
1972,647,1971,Bob Moose,,238
1973,647,1972,Bob Moose,,238
1974,382,1973,Bob Moose,,238
1975,536,1974,Bob Moose,,238
1976,476,1975,Bob Moose,,238
1977,627,1976,Bob Myrick,,239
1978,676,1977,Bob Myrick,,239
1982,274,1981,Bob Ojeda,Rookie Card,240
1983,654,1982,Bob Ojeda,,240
1984,162,1983,Bob Ojeda,,240
1985,477,1984,Bob Ojeda,,240
1986,11,1985,Bob Ojeda,,240
1987,746,1986,Bob Ojeda,,240
1988,558,1987,Bob Ojeda,,240
1989,333,1988,Bob Ojeda,,240
1970,567,1969,Bob Oliver,,241
1971,470,1970,Bob Oliver,,241
1972,57,1971,Bob Oliver,,241
1973,57,1972,Bob Oliver,,241
1974,243,1973,Bob Oliver,,241
1975,657,1974,Bob Oliver,,241
1978,164,1977,Bob Owchinko,Rookie Card,242
1979,488,1978,Bob Owchinko,,242
1980,79,1979,Bob Owchinko,,242
1981,536,1980,Bob Owchinko,,242
1982,243,1981,Bob Owchinko,,242
1983,338,1982,Bob Owchinko,,242
1985,752,1984,Bob Owchinko,,242
1988,522,1987,Bob Patterson,,243
1970,687,1969,Bob Priddy,,244
1971,147,1970,Bob Priddy,,244
1977,578,1976,Bob Randall,Rookie Card,245
1978,363,1977,Bob Randall,,245
1979,58,1978,Bob Randall,,245
1980,162,1979,Bob Randall,,245
1971,732,1970,Bob Reed,,246
1974,259,1973,Bob Reynolds,,247
1975,142,1974,Bob Reynolds,,247
1970,664,1969,Bob Robertson,,248
1971,255,1970,Bob Robertson,,248
1972,429,1971,Bob Robertson,,248
1972,430,1971,Bob Robertson,In Action,248
1973,429,1972,Bob Robertson,,248
1973,430,1972,Bob Robertson,In Action,248
1974,540,1973,Bob Robertson,,248
1975,409,1974,Bob Robertson,,248
1976,449,1975,Bob Robertson,,248
1977,176,1976,Bob Robertson,,248
1979,312,1978,Bob Robertson,,248
1987,479,1986,Bob Sebra,Rookie Card,249
1988,93,1987,Bob Sebra,,249
1976,626,1975,Bob Sheldon,,250
1978,266,1977,Bob Shirley,Rookie Card,251
1979,594,1978,Bob Shirley,,251
1980,476,1979,Bob Shirley,,251
1981,49,1980,Bob Shirley,,251
1982,749,1981,Bob Shirley,,251
1983,112,1982,Bob Shirley,,251
1984,684,1983,Bob Shirley,,251
1985,328,1984,Bob Shirley,,251
1986,213,1985,Bob Shirley,,251
1987,524,1986,Bob Shirley,,251
1971,186,1970,Bob Spence,Rookie Card,252
1978,186,1977,Bob Stanley,Rookie Card,253
1979,597,1978,Bob Stanley,,253
1980,63,1979,Bob Stanley,,253
1981,421,1980,Bob Stanley,,253
1982,289,1981,Bob Stanley,,253
1983,682,1982,Bob Stanley,,253
1984,320,1983,Bob Stanley,,253
1985,555,1984,Bob Stanley,,253
1986,785,1985,Bob Stanley,,253
1987,175,1986,Bob Stanley,,253
1988,573,1987,Bob Stanley,,253
1989,37,1988,Bob Stanley,,253
1974,653,1973,Bob Stinson,,254
1975,471,1974,Bob Stinson,,254
1976,466,1975,Bob Stinson,,254
1977,138,1976,Bob Stinson,,254
1978,396,1977,Bob Stinson,,254
1979,252,1978,Bob Stinson,,254
1980,583,1979,Bob Stinson,,254
1983,195,1982,Bob Stoddard,Rookie Card,255
1984,439,1983,Bob Stoddard,,255
1979,569,1978,Bob Sykes,,256
1980,223,1979,Bob Sykes,,256
1981,348,1980,Bob Sykes,,256
1982,108,1981,Bob Sykes,,256
1987,254,1986,Bob Tewksbury,Rookie Card,257
1988,593,1987,Bob Tewksbury,,257
1970,668,1969,Bob Tillman,,258
1971,244,1970,Bob Tillman,,258
1989,314,1988,Bob Valentine,,259
1970,236,1969,Bob Veale,,260
1971,368,1970,Bob Veale,,260
1972,729,1971,Bob Veale,,260
1973,729,1972,Bob Veale,,260
1981,494,1980,Bob Walk,,261
1982,296,1981,Bob Walk,,261
1983,104,1982,Bob Walk,,261
1987,628,1986,Bob Walk,,261
1988,349,1987,Bob Walk,,261
1989,504,1988,Bob Walk,,261
1970,407,1969,Bob Watson,,262
1971,222,1970,Bob Watson,,262
1972,355,1971,Bob Watson,,262
1973,355,1972,Bob Watson,,262
1974,370,1973,Bob Watson,,262
1975,227,1974,Bob Watson,,262
1976,20,1975,Bob Watson,,262
1977,540,1976,Bob Watson,,262
1978,330,1977,Bob Watson,,262
1979,130,1978,Bob Watson,,262
1980,480,1979,Bob Watson,,262
1981,690,1980,Bob Watson,,262
1982,275,1981,Bob Watson,,262
1983,572,1982,Bob Watson,,262
1984,739,1983,Bob Watson,,262
1985,51,1984,Bob Watson,,262
1979,318,1978,Bob Welch,Rookie Card,263
1980,146,1979,Bob Welch,,263
1981,624,1980,Bob Welch,,263
1982,82,1981,Bob Welch,,263
1983,454,1982,Bob Welch,,263
1984,722,1983,Bob Welch,,263
1985,291,1984,Bob Welch,,263
1986,549,1985,Bob Welch,,263
1987,328,1986,Bob Welch,,263
